rider_id,rider_name,gender,city,signup_date
50,Rider_0050,Male,Hyderabad,2023-10-25
51,Rider_0051,Female,Pune,2025-08-09
52,Rider_0052,Female,Kolkata,2023-02-05
53,Rider_0053,Female,Chennai,2024-07-12
54,Rider_0054,Female,Delhi,2025-06-09
55,Rider_0055,Female,Kolkata,2023-05-21
56,Rider_0056,Female,Bengaluru,2025-06-05
57,Rider_0057,Male,Pune,2024-12-26
58,Rider_0058,Male,Bengaluru,2025-11-15
59,Rider_0059,Male,Pune,2024-06-04
60,Rider_0060,Male,Kolkata,2023-01-10
61,Rider_0061,Male,Mumbai,2025-09-10
62,Rider_0062,Male,Chennai,2024-01-13
63,Rider_0063,Female,Kolkata,2024-11-12
64,Rider_0064,Male,Ahmedabad,2024-08-06
65,Rider_0065,Male,Bengaluru,2023-06-01
66,Rider_0066,Male,Delhi,2024-12-20
67,Rider_0067,Male,Delhi,2025-12-08
68,Rider_0068,Female,Hyderabad,2025-05-08
69,Rider_0069,Male,Pune,2023-02-19
70,Rider_0070,Other,Bengaluru,2024-10-25
71,Rider_0071,Female,Hyderabad,2024-06-14
72,Rider_0072,Male,Bengaluru,2025-12-19
73,Rider_0073,Male,Ahmedabad,2025-05-06
74,Rider_0074,Female,Pune,2023-05-26
75,Rider_0075,Female,Kolkata,2025-07-03
76,Rider_0076,Female,Kolkata,2025-09-19
77,Rider_0077,Female,Delhi,2023-08-30
78,Rider_0078,Male,Kolkata,2024-08-03
79,Rider_0079,Male,Kolkata,2024-11-17
80,Rider_0080,Male,Ahmedabad,2024-04-27
81,Rider_0081,Female,Mumbai,2024-11-03
82,Rider_0082,Female,Delhi,2024-09-22
83,Rider_0083,Male,Hyderabad,2024-10-22
84,Rider_0084,Male,Chennai,2024-10-23
85,Rider_0085,Male,Mumbai,2025-03-15
86,Rider_0086,Male,Hyderabad,2024-02-23
87,Rider_0087,Female,Pune,2025-09-14
88,Rider_0088,Female,Mumbai,2024-10-11
89,Rider_0089,Female,Ahmedabad,2025-08-26
90,Rider_0090,Male,Hyderabad,2024-08-12
91,Rider_0091,Male,Pune,2024-05-23
92,Rider_0092,Female,Delhi,2024-03-16
93,Rider_0093,Female,Chennai,2025-07-09
94,Rider_0094,Female,Pune,2025-02-08
95,Rider_0095,Female,Kolkata,2023-09-20
96,Rider_0096,Male,Bengaluru,2024-09-28
97,Rider_0097,Male,Pune,2024-04-03
98,Rider_0098,Male,Pune,2025-09-25
99,Rider_0099,Male,Chennai,2024-11-30
100,Rider_0100,Male,Bengaluru,2023-10-29
101,Rider_0101,Male,Kolkata,2024-07-07
102,Rider_0102,Female,Hyderabad,2023-10-15
103,Rider_0103,Male,Hyderabad,2024-09-12
104,Rider_0104,Male,Pune,2025-10-02
105,Rider_0105,Female,Ahmedabad,2023-02-05
106,Rider_0106,Male,Ahmedabad,2025-01-13
107,Rider_0107,Male,Bengaluru,2023-12-19
108,Rider_0108,Female,Bengaluru,2023-03-14
109,Rider_0109,Male,Kolkata,2024-10-09
110,Rider_0110,Male,Chennai,2025-12-29
111,Rider_0111,Male,Delhi,2024-02-29
112,Rider_0112,Male,Hyderabad,2025-09-25
113,Rider_0113,Female,Chennai,2024-12-08
114,Rider_0114,Female,Mumbai,2024-07-14
115,Rider_0115,Female,Hyderabad,2025-04-07
116,Rider_0116,Female,Chennai,2025-08-13
117,Rider_0117,Female,Hyderabad,2024-05-31
118,Rider_0118,Male,Delhi,2024-03-03
119,Rider_0119,Female,Mumbai,2023-06-09
120,Rider_0120,Male,Ahmedabad,2023-05-29
121,Rider_0121,Female,Ahmedabad,2025-02-14
122,Rider_0122,Female,Delhi,2023-03-08
123,Rider_0123,Male,Kolkata,2025-10-10
124,Rider_0124,Male,Mumbai,2024-01-16
125,Rider_0125,Male,Pune,2023-02-27
126,Rider_0126,Male,Chennai,2023-12-08
127,Rider_0127,Female,Mumbai,2024-12-27
128,Rider_0128,Female,Kolkata,2025-02-08
129,Rider_0129,Male,Kolkata,2024-09-05
130,Rider_0130,Male,Delhi,2023-12-20
131,Rider_0131,Male,Hyderabad,2023-04-26
132,Rider_0132,Male,Mumbai,2024-10-23
133,Rider_0133,Male,Chennai,2024-03-28
134,Rider_0134,Male,Mumbai,2023-10-14
135,Rider_0135,Female,Bengaluru,2025-10-13
136,Rider_0136,Male,Hyderabad,2023-11-07
137,Rider_0137,Male,Chennai,2023-07-27
138,Rider_0138,Female,Ahmedabad,2024-09-09
139,Rider_0139,Male,Chennai,2024-03-21
140,Rider_0140,Female,Pune,2024-10-31
141,Rider_0141,Female,Delhi,2024-09-24
142,Rider_0142,Male,Pune,2023-02-24
143,Rider_0143,Male,Chennai,2025-06-30
144,Rider_0144,Male,Hyderabad,2025-11-01
145,Rider_0145,Male,Mumbai,2024-10-18
146,Rider_0146,Male,Ahmedabad,2025-09-06
147,Rider_0147,Female,Mumbai,2024-05-29
148,Rider_0148,Male,Hyderabad,2023-08-25
149,Rider_0149,Male,Chennai,2023-12-14
150,Rider_0150,Male,Kolkata,2024-09-18
151,Rider_0151,Female,Mumbai,2024-09-21
152,Rider_0152,Male,Kolkata,2023-12-30
153,Rider_0153,Male,Mumbai,2023-11-17
154,Rider_0154,Male,Mumbai,2023-10-13
155,Rider_0155,Other,Ahmedabad,2023-05-29
156,Rider_0156,Male,Delhi,2024-02-10
157,Rider_0157,Female,Delhi,2025-09-04
158,Rider_0158,Female,Bengaluru,2024-03-31
159,Rider_0159,Male,Pune,2025-03-10
160,Rider_0160,Female,Hyderabad,2025-10-09
161,Rider_0161,Male,Hyderabad,2025-02-22
162,Rider_0162,Female,Hyderabad,2024-04-04
163,Rider_0163,Female,Bengaluru,2025-01-07
164,Rider_0164,Male,Delhi,2024-05-23
165,Rider_0165,Male,Chennai,2024-04-25
166,Rider_0166,Female,Kolkata,2023-04-24
167,Rider_0167,Male,Ahmedabad,2025-01-18
168,Rider_0168,Male,Kolkata,2023-12-27
169,Rider_0169,Male,Chennai,2023-12-07
170,Rider_0170,Female,Ahmedabad,2025-02-08
171,Rider_0171,Female,Bengaluru,2025-01-30
172,Rider_0172,Male,Chennai,2025-08-26
173,Rider_0173,Male,Hyderabad,2024-03-24
174,Rider_0174,Male,Pune,2025-04-14
175,Rider_0175,Female,Mumbai,2023-11-07
176,Rider_0176,Male,Kolkata,2023-09-19
177,Rider_0177,Female,Delhi,2024-02-10
178,Rider_0178,Male,Delhi,2023-05-23
179,Rider_0179,Female,Bengaluru,2023-12-08
180,Rider_0180,Male,Ahmedabad,2023-09-01
181,Rider_0181,Male,Delhi,2024-05-04
182,Rider_0182,Male,Hyderabad,2023-01-12
183,Rider_0183,Female,Kolkata,2024-07-14
184,Rider_0184,Female,Chennai,2023-02-11
185,Rider_0185,Male,Hyderabad,2024-11-08
186,Rider_0186,Female,Bengaluru,2024-08-16
187,Rider_0187,Female,Hyderabad,2023-05-14
188,Rider_0188,Male,Chennai,2025-12-26
189,Rider_0189,Male,Pune,2025-10-27
190,Rider_0190,Male,Bengaluru,2025-08-05
191,Rider_0191,Male,Pune,2023-03-14
192,Rider_0192,Female,Mumbai,2024-02-03
193,Rider_0193,Female,Pune,2024-07-31
194,Rider_0194,Female,Mumbai,2025-05-08
195,Rider_0195,Male,Mumbai,2023-05-10
196,Rider_0196,Male,Pune,2025-07-19
197,Rider_0197,Female,Bengaluru,2023-09-23
198,Rider_0198,Female,Ahmedabad,2025-03-03
199,Rider_0199,Female,Chennai,2023-09-10
200,Rider_0200,Female,Hyderabad,2025-04-01
201,Rider_0201,Female,Hyderabad,2023-06-13
202,Rider_0202,Male,Chennai,2023-04-05
203,Rider_0203,Male,Kolkata,2025-04-12
204,Rider_0204,Female,Kolkata,2023-12-02
205,Rider_0205,Female,Mumbai,2025-04-01
206,Rider_0206,Male,Mumbai,2023-08-26
207,Rider_0207,Male,Bengaluru,2024-01-16
208,Rider_0208,Female,Delhi,2025-06-17
209,Rider_0209,Male,Pune,2024-04-27
210,Rider_0210,Male,Mumbai,2025-06-20
211,Rider_0211,Male,Hyderabad,2025-11-14
212,Rider_0212,Female,Bengaluru,2024-04-26
213,Rider_0213,Female,Pune,2025-07-05
214,Rider_0214,Male,Bengaluru,2025-09-20
215,Rider_0215,Female,Pune,2025-08-21
216,Rider_0216,Male,Pune,2024-06-20
217,Rider_0217,Male,Chennai,2025-11-01
218,Rider_0218,Female,Mumbai,2023-05-08
219,Rider_0219,Female,Ahmedabad,2023-04-02
220,Rider_0220,Female,Bengaluru,2024-06-26
221,Rider_0221,Female,Ahmedabad,2025-04-25
222,Rider_0222,Female,Bengaluru,2025-09-15
223,Rider_0223,Male,Chennai,2024-03-22
224,Rider_0224,Male,Hyderabad,2024-01-25
225,Rider_0225,Male,Ahmedabad,2024-11-02
226,Rider_0226,Male,Hyderabad,2023-02-12
227,Rider_0227,Female,Kolkata,2023-09-11
228,Rider_0228,Male,Mumbai,2025-12-19
229,Rider_0229,Female,Mumbai,2024-10-24
230,Rider_0230,Female,Delhi,2024-04-11
231,Rider_0231,Female,Chennai,2023-10-14
232,Rider_0232,Male,Hyderabad,2025-10-07
233,Rider_0233,Female,Pune,2025-02-16
234,Rider_0234,Male,Bengaluru,2023-12-11
235,Rider_0235,Male,Mumbai,2024-10-03
236,Rider_0236,Female,Ahmedabad,2024-01-17
237,Rider_0237,Male,Bengaluru,2024-11-20
238,Rider_0238,Male,Bengaluru,2025-12-15
239,Rider_0239,Female,Delhi,2024-04-01
240,Rider_0240,Male,Hyderabad,2025-09-09
241,Rider_0241,Female,Mumbai,2023-03-24
242,Rider_0242,Female,Bengaluru,2023-05-29
243,Rider_0243,Female,Mumbai,2023-07-09
244,Rider_0244,Male,Pune,2025-06-01
245,Rider_0245,Male,Delhi,2023-09-20
246,Rider_0246,Female,Pune,2024-02-04
247,Rider_0247,Male,Mumbai,2025-02-02
248,Rider_0248,Female,Kolkata,2024-08-31
249,Rider_0249,Female,Ahmedabad,2025-02-23
250,Rider_0250,Female,Mumbai,2023-04-11
251,Rider_0251,Male,Hyderabad,2025-03-30
252,Rider_0252,Male,Bengaluru,2025-03-30
253,Rider_0253,Female,Bengaluru,2024-02-24
254,Rider_0254,Male,Pune,2023-05-04
255,Rider_0255,Male,Ahmedabad,2024-02-26
256,Rider_0256,Male,Delhi,2025-12-22
257,Rider_0257,Female,Kolkata,2025-02-06
258,Rider_0258,Female,Chennai,2024-04-27
259,Rider_0259,Female,Ahmedabad,2024-06-02
260,Rider_0260,Male,Bengaluru,2023-06-04
261,Rider_0261,Female,Hyderabad,2023-04-02
262,Rider_0262,Other,Ahmedabad,2025-09-08
263,Rider_0263,Male,Pune,2024-03-30
264,Rider_0264,Male,Pune,2024-08-20
265,Rider_0265,Female,Chennai,2024-05-24
266,Rider_0266,Female,Hyderabad,2024-01-21
267,Rider_0267,Female,Delhi,2024-02-09
268,Rider_0268,Female,Ahmedabad,2023-09-03
269,Rider_0269,Male,Hyderabad,2025-01-11
270,Rider_0270,Male,Delhi,2024-10-22
271,Rider_0271,Female,Hyderabad,2024-10-11
272,Rider_0272,Female,Hyderabad,2025-06-19
273,Rider_0273,Female,Mumbai,2023-03-06
274,Rider_0274,Female,Pune,2025-11-02
275,Rider_0275,Male,Ahmedabad,2023-08-01
276,Rider_0276,Male,Hyderabad,2023-08-30
277,Rider_0277,Female,Ahmedabad,2024-05-07
278,Rider_0278,Female,Chennai,2023-12-04
279,Rider_0279,Female,Hyderabad,2023-06-22
280,Rider_0280,Female,Bengaluru,2024-11-02
281,Rider_0281,Female,Pune,2023-06-13
282,Rider_0282,Male,Bengaluru,2024-04-09
283,Rider_0283,Male,Ahmedabad,2025-09-21
284,Rider_0284,Male,Ahmedabad,2024-05-11
285,Rider_0285,Female,Pune,2024-11-30
286,Rider_0286,Male,Ahmedabad,2024-01-30
287,Rider_0287,Male,Bengaluru,2024-12-03
288,Rider_0288,Male,Hyderabad,2023-11-04
289,Rider_0289,Male,Hyderabad,2023-07-02
290,Rider_0290,Female,Mumbai,2024-09-20
291,Rider_0291,Male,Chennai,2024-05-24
292,Rider_0292,Male,Ahmedabad,2024-06-29
293,Rider_0293,Female,Bengaluru,2024-09-15
294,Rider_0294,Male,Ahmedabad,2024-08-16
295,Rider_0295,Male,Ahmedabad,2025-01-13
296,Rider_0296,Male,Delhi,2024-07-07
297,Rider_0297,Female,Mumbai,2023-01-21
298,Rider_0298,Male,Bengaluru,2024-07-07
299,Rider_0299,Female,Bengaluru,2024-02-01
300,Rider_0300,Male,Ahmedabad,2024-09-16
301,Rider_0301,Male,Mumbai,2023-04-15
302,Rider_0302,Male,Hyderabad,2023-07-11
303,Rider_0303,Male,Bengaluru,2023-01-17
304,Rider_0304,Female,Hyderabad,2024-01-28
305,Rider_0305,Female,Mumbai,2024-02-29
306,Rider_0306,Female,Hyderabad,2023-05-09
307,Rider_0307,Male,Pune,2024-07-25
308,Rider_0308,Male,Delhi,2023-01-29
309,Rider_0309,Female,Kolkata,2025-10-30
310,Rider_0310,Male,Bengaluru,2023-08-30
311,Rider_0311,Male,Chennai,2023-08-20
312,Rider_0312,Male,Delhi,2025-02-27
313,Rider_0313,Male,Kolkata,2024-12-15
314,Rider_0314,Female,Hyderabad,2025-01-28
315,Rider_0315,Female,Bengaluru,2025-03-12
316,Rider_0316,Female,Hyderabad,2025-02-14
317,Rider_0317,Male,Pune,2024-12-26
318,Rider_0318,Male,Mumbai,2023-07-19
319,Rider_0319,Male,Bengaluru,2025-08-02
320,Rider_0320,Male,Kolkata,2023-03-20
321,Rider_0321,Male,Kolkata,2025-08-13
322,Rider_0322,Female,Pune,2025-05-05
323,Rider_0323,Female,Pune,2024-04-11
324,Rider_0324,Male,Ahmedabad,2024-08-03
325,Rider_0325,Female,Bengaluru,2025-07-28
326,Rider_0326,Female,Hyderabad,2024-03-24
327,Rider_0327,Male,Chennai,2023-03-28
328,Rider_0328,Female,Kolkata,2023-04-11
329,Rider_0329,Male,Kolkata,2025-10-28
330,Rider_0330,Male,Pune,2025-04-24
331,Rider_0331,Male,Delhi,2023-03-28
332,Rider_0332,Female,Pune,2023-02-12
333,Rider_0333,Male,Chennai,2024-02-12
334,Rider_0334,Male,Hyderabad,2024-10-25
335,Rider_0335,Male,Hyderabad,2025-11-06
336,Rider_0336,Male,Delhi,2023-05-28
337,Rider_0337,Female,Kolkata,2023-10-04
338,Rider_0338,Female,Pune,2023-08-20
339,Rider_0339,Male,Ahmedabad,2024-01-01
340,Rider_0340,Male,Hyderabad,2024-03-11
341,Rider_0341,Male,Chennai,2024-02-03
342,Rider_0342,Male,Bengaluru,2024-05-13
343,Rider_0343,Male,Mumbai,2024-06-23
344,Rider_0344,Male,Mumbai,2024-07-16
345,Rider_0345,Male,Mumbai,2024-03-17
346,Rider_0346,Female,Ahmedabad,2025-02-11
347,Rider_0347,Female,Kolkata,2023-12-16
348,Rider_0348,Male,Pune,2024-06-03
349,Rider_0349,Male,Delhi,2023-05-18
350,Rider_0350,Female,Ahmedabad,2025-09-18
351,Rider_0351,Male,Ahmedabad,2024-01-03
352,Rider_0352,Female,Hyderabad,2023-12-26
353,Rider_0353,Female,Bengaluru,2025-07-09
354,Rider_0354,Male,Ahmedabad,2023-11-25
355,Rider_0355,Male,Chennai,2025-08-19
356,Rider_0356,Female,Bengaluru,2024-04-07
357,Rider_0357,Male,Chennai,2025-08-03
358,Rider_0358,Female,Kolkata,2025-08-20
359,Rider_0359,Female,Pune,2025-04-15
360,Rider_0360,Female,Mumbai,2023-06-18
361,Rider_0361,Male,Ahmedabad,2023-08-05
362,Rider_0362,Female,Pune,2024-01-13
363,Rider_0363,Male,Kolkata,2023-04-29
364,Rider_0364,Male,Delhi,2023-07-09
365,Rider_0365,Female,Delhi,2025-02-05
366,Rider_0366,Male,Kolkata,2024-01-05
367,Rider_0367,Female,Chennai,2023-05-29
368,Rider_0368,Female,Hyderabad,2024-10-13
369,Rider_0369,Male,Hyderabad,2025-02-08
370,Rider_0370,Male,Chennai,2024-01-09
371,Rider_0371,Male,Delhi,2025-02-19
372,Rider_0372,Male,Delhi,2023-06-09
373,Rider_0373,Male,Ahmedabad,2023-12-17
374,Rider_0374,Female,Delhi,2025-06-10
375,Rider_0375,Male,Pune,2024-06-06
376,Rider_0376,Male,Delhi,2024-06-05
377,Rider_0377,Female,Bengaluru,2025-02-21
378,Rider_0378,Male,Ahmedabad,2023-09-30
379,Rider_0379,Female,Mumbai,2025-07-24
380,Rider_0380,Male,Delhi,2023-07-02
381,Rider_0381,Male,Chennai,2024-05-02
382,Rider_0382,Female,Mumbai,2025-04-25
383,Rider_0383,Female,Pune,2023-05-04
384,Rider_0384,Female,Chennai,2025-09-11
385,Rider_0385,Female,Mumbai,2025-02-28
386,Rider_0386,Female,Chennai,2024-02-18
387,Rider_0387,Male,Pune,2024-11-16
388,Rider_0388,Male,Ahmedabad,2023-04-23
389,Rider_0389,Female,Bengaluru,2025-06-06
390,Rider_0390,Female,Pune,2023-05-02
391,Rider_0391,Other,Pune,2023-02-08
392,Rider_0392,Male,Chennai,2024-05-11
393,Rider_0393,Male,Ahmedabad,2025-02-18
394,Rider_0394,Female,Kolkata,2025-07-31
395,Rider_0395,Male,Hyderabad,2023-05-29
396,Rider_0396,Female,Delhi,2025-10-18
397,Rider_0397,Female,Delhi,2024-10-22
398,Rider_0398,Male,Bengaluru,2023-10-29
399,Rider_0399,Female,Bengaluru,2023-08-26
400,Rider_0400,Female,Delhi,2024-10-08
401,Rider_0401,Male,Hyderabad,2024-10-24
402,Rider_0402,Female,Delhi,2023-08-24
403,Rider_0403,Male,Kolkata,2023-07-22
404,Rider_0404,Female,Hyderabad,2023-09-13
405,Rider_0405,Male,Bengaluru,2024-08-20
406,Rider_0406,Female,Mumbai,2024-10-23
407,Rider_0407,Male,Chennai,2023-08-23
408,Rider_0408,Male,Kolkata,2024-06-17
409,Rider_0409,Female,Kolkata,2025-05-09
410,Rider_0410,Male,Ahmedabad,2025-02-08
411,Rider_0411,Male,Bengaluru,2024-06-24
412,Rider_0412,Female,Bengaluru,2023-08-01
413,Rider_0413,Female,Pune,2024-04-07
414,Rider_0414,Female,Kolkata,2024-03-11
415,Rider_0415,Female,Pune,2023-10-10
416,Rider_0416,Male,Pune,2023-03-29
417,Rider_0417,Male,Chennai,2025-12-03
418,Rider_0418,Male,Pune,2024-04-05
419,Rider_0419,Female,Hyderabad,2023-10-05
420,Rider_0420,Female,Delhi,2024-02-25
421,Rider_0421,Female,Mumbai,2024-11-26
422,Rider_0422,Female,Bengaluru,2024-05-29
423,Rider_0423,Male,Hyderabad,2024-12-03
424,Rider_0424,Male,Mumbai,2023-01-19
425,Rider_0425,Male,Kolkata,2023-01-23
426,Rider_0426,Male,Kolkata,2024-02-17
427,Rider_0427,Male,Kolkata,2025-11-19
428,Rider_0428,Female,Hyderabad,2023-04-18
429,Rider_0429,Male,Hyderabad,2023-05-16
430,Rider_0430,Male,Bengaluru,2023-12-28
431,Rider_0431,Male,Delhi,2023-05-09
432,Rider_0432,Female,Ahmedabad,2024-05-29
433,Rider_0433,Female,Pune,2024-03-24
434,Rider_0434,Male,Kolkata,2025-05-23
435,Rider_0435,Male,Chennai,2024-04-17
436,Rider_0436,Female,Delhi,2025-10-30
437,Rider_0437,Male,Chennai,2023-10-29
438,Rider_0438,Female,Bengaluru,2023-08-19
439,Rider_0439,Female,Bengaluru,2025-07-11
440,Rider_0440,Male,Bengaluru,2025-12-25
441,Rider_0441,Male,Mumbai,2025-07-25
442,Rider_0442,Other,Chennai,2023-04-22
443,Rider_0443,Male,Delhi,2025-11-02
444,Rider_0444,Male,Ahmedabad,2024-05-14
445,Rider_0445,Female,Delhi,2025-07-20
446,Rider_0446,Female,Hyderabad,2024-08-20
447,Rider_0447,Other,Hyderabad,2023-08-22
448,Rider_0448,Female,Kolkata,2024-08-24
449,Rider_0449,Male,Ahmedabad,2023-11-10
450,Rider_0450,Male,Hyderabad,2024-07-19
451,Rider_0451,Female,Bengaluru,2025-11-01
452,Rider_0452,Male,Delhi,2023-07-28
453,Rider_0453,Male,Chennai,2025-11-03
454,Rider_0454,Female,Bengaluru,2025-11-09
455,Rider_0455,Male,Mumbai,2024-08-09
456,Rider_0456,Male,Hyderabad,2025-10-11
457,Rider_0457,Male,Bengaluru,2025-12-29
458,Rider_0458,Male,Bengaluru,2024-11-28
459,Rider_0459,Male,Mumbai,2023-05-12
460,Rider_0460,Male,Pune,2025-11-09
461,Rider_0461,Male,Delhi,2024-06-19
462,Rider_0462,Female,Chennai,2025-10-10
463,Rider_0463,Female,Kolkata,2023-08-15
464,Rider_0464,Female,Pune,2025-04-01
465,Rider_0465,Female,Hyderabad,2025-05-20
466,Rider_0466,Male,Bengaluru,2024-02-09
467,Rider_0467,Male,Ahmedabad,2023-07-21
468,Rider_0468,Female,Mumbai,2023-02-07
469,Rider_0469,Male,Mumbai,2025-07-30
470,Rider_0470,Female,Ahmedabad,2023-07-07
471,Rider_0471,Male,Delhi,2025-12-16
472,Rider_0472,Female,Pune,2025-07-29
473,Rider_0473,Male,Kolkata,2025-11-09
474,Rider_0474,Female,Delhi,2023-09-30
475,Rider_0475,Male,Ahmedabad,2024-08-05
476,Rider_0476,Other,Bengaluru,2024-05-30
477,Rider_0477,Male,Ahmedabad,2024-06-09
478,Rider_0478,Male,Delhi,2023-12-02
479,Rider_0479,Female,Chennai,2024-11-28
480,Rider_0480,Male,Mumbai,2025-12-14
481,Rider_0481,Female,Mumbai,2024-05-14
482,Rider_0482,Female,Hyderabad,2025-06-18
483,Rider_0483,Male,Hyderabad,2025-02-04
484,Rider_0484,Female,Ahmedabad,2024-06-19
485,Rider_0485,Female,Kolkata,2023-06-11
486,Rider_0486,Female,Bengaluru,2024-08-16
487,Rider_0487,Male,Chennai,2023-06-08
488,Rider_0488,Male,Pune,2023-03-01
489,Rider_0489,Female,Delhi,2025-07-03
490,Rider_0490,Female,Kolkata,2023-07-30
491,Rider_0491,Male,Bengaluru,2024-02-10
492,Rider_0492,Female,Hyderabad,2024-10-25
493,Rider_0493,Male,Ahmedabad,2024-06-25
494,Rider_0494,Male,Delhi,2025-09-24
495,Rider_0495,Male,Hyderabad,2025-07-15
496,Rider_0496,Male,Ahmedabad,2025-05-17
497,Rider_0497,Female,Delhi,2023-01-19
498,Rider_0498,Male,Pune,2024-03-07
499,Rider_0499,Female,Bengaluru,2025-01-09
500,Rider_0500,Other,Delhi,2023-07-02
501,Rider_0501,Female,Chennai,2023-04-23
502,Rider_0502,Male,Kolkata,2024-04-25
503,Rider_0503,Male,Mumbai,2025-04-10
504,Rider_0504,Female,Chennai,2025-02-01
505,Rider_0505,Female,Chennai,2024-04-20
506,Rider_0506,Male,Kolkata,2025-02-01
507,Rider_0507,Female,Mumbai,2025-08-28
508,Rider_0508,Female,Chennai,2025-10-16
509,Rider_0509,Female,Delhi,2023-06-10
510,Rider_0510,Female,Delhi,2024-02-05
511,Rider_0511,Female,Delhi,2023-07-17
512,Rider_0512,Male,Mumbai,2024-10-21
513,Rider_0513,Female,Chennai,2025-12-06
514,Rider_0514,Female,Ahmedabad,2024-02-03
515,Rider_0515,Male,Mumbai,2023-03-19
516,Rider_0516,Male,Delhi,2023-05-04
517,Rider_0517,Male,Kolkata,2023-03-16
518,Rider_0518,Female,Chennai,2023-05-17
519,Rider_0519,Other,Chennai,2024-08-24
520,Rider_0520,Male,Hyderabad,2025-04-16
521,Rider_0521,Female,Hyderabad,2024-05-14
522,Rider_0522,Male,Pune,2023-05-18
523,Rider_0523,Female,Ahmedabad,2023-02-19
524,Rider_0524,Female,Ahmedabad,2025-08-30
525,Rider_0525,Female,Bengaluru,2023-09-11
526,Rider_0526,Male,Ahmedabad,2024-12-10
527,Rider_0527,Male,Hyderabad,2024-07-16
528,Rider_0528,Male,Mumbai,2025-01-26
529,Rider_0529,Male,Ahmedabad,2024-06-30
530,Rider_0530,Female,Hyderabad,2025-07-10
531,Rider_0531,Female,Pune,2024-08-03
532,Rider_0532,Other,Chennai,2023-02-18
533,Rider_0533,Other,Ahmedabad,2025-07-05
534,Rider_0534,Male,Pune,2024-12-04
535,Rider_0535,Female,Chennai,2023-09-18
536,Rider_0536,Female,Kolkata,2023-12-22
537,Rider_0537,Female,Kolkata,2024-09-29
538,Rider_0538,Male,Chennai,2025-01-12
539,Rider_0539,Male,Ahmedabad,2025-10-06
540,Rider_0540,Male,Bengaluru,2025-07-19
541,Rider_0541,Female,Hyderabad,2024-10-02
542,Rider_0542,Female,Mumbai,2025-03-02
543,Rider_0543,Male,Mumbai,2024-09-03
544,Rider_0544,Female,Delhi,2025-03-19
545,Rider_0545,Female,Chennai,2024-11-16
546,Rider_0546,Male,Mumbai,2023-07-07
547,Rider_0547,Male,Ahmedabad,2025-09-11
548,Rider_0548,Female,Bengaluru,2024-07-01
549,Rider_0549,Male,Chennai,2024-12-25
550,Rider_0550,Female,Bengaluru,2025-07-14
551,Rider_0551,Male,Ahmedabad,2025-05-25
552,Rider_0552,Female,Mumbai,2024-09-09
553,Rider_0553,Male,Mumbai,2024-02-18
554,Rider_0554,Female,Delhi,2025-06-21
555,Rider_0555,Female,Mumbai,2023-06-12
556,Rider_0556,Male,Chennai,2023-09-27
557,Rider_0557,Male,Ahmedabad,2024-09-23
